,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,NST_B_Label
3287,1678442821,1678442821,2247.125072,2247.126955,0.001884,2,0,72,0,36.0,,36.0,,36.0,,305727.626,0.0,8,0,4.0,,4.0,,4.0,,0.00188303,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
3288,1678442833,1678442833,2258.704477,2259.201139,0.496663,2,182,88,8000,44.0,44.0,44.0,40.0,44.0,43.956,1417.46,128860.037,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.54e-07,0.002743988,64.0,48.516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.989,0.0,0.011,14600.0,1012.747,0.0,0.0,,0.0,,0.0,,0.000406,1
3289,1678442833,1678442833,2258.70669,2259.117049,0.41036,2,22,88,960,44.0,44.0,44.0,40.0,44.0,43.636,1715.567,18715.279,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0195409,64.0,49.455,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.909,0.0,0.091,14600.0,930.909,0.0,0.0,,0.0,,0.0,,0.000351,1
3290,1678442833,1678442834,2258.942203,2259.439882,0.49768,1,80,44,3516,44.0,44.0,44.0,40.0,44.0,43.95,707.282,56518.245,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.006299734,64.0,48.337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.988,0.0,0.013,14600.0,1011.2,0.0,0.0,,0.0,,0.0,,0.000321,1
3291,1678442833,1678442834,2259.206387,2259.702832,0.496446,0,154,0,6776,,44.0,,44.0,,44.0,0.0,109192.151,0,0,,0.0,,0.0,,0.0,,0.003244738,,47.182,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3293,1678442834,1678442834,2259.445092,2259.941092,0.496001,0,80,0,3520,,44.0,,44.0,,44.0,0.0,56774.073,0,0,,0.0,,0.0,,0.0,,0.006278482,,47.612,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3294,1678442834,1678442834,2259.710095,2260.209121,0.499027,0,166,0,7304,,44.0,,44.0,,44.0,0.0,117091.847,0,0,,0.0,,0.0,,0.0,,0.0030244,,48.217,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3296,1678442834,1678442835,2259.946251,2260.441728,0.495478,0,82,0,3608,,44.0,,44.0,,44.0,0.0,58254.833,0,0,,0.0,,0.0,,0.0,,0.006117002,,47.829,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3297,1678442834,1678442835,2260.21438,2260.710484,0.496105,2,166,88,7296,44.0,44.0,44.0,40.0,44.0,43.952,1419.054,117652.513,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.54e-07,0.003006691,64.0,48.373,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.988,0.0,0.012,14600.0,1011.663,0.0,0.0,,0.0,,0.0,,0.000445,1
3299,1678442835,1678442835,2260.448689,2260.946639,0.497951,1,76,44,3340,44.0,44.0,44.0,40.0,44.0,43.947,706.897,53659.89,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.006639334,64.0,47.921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.987,0.0,0.013,14600.0,1010.526,0.0,0.0,,0.0,,0.0,,0.000438,1
3300,1678442831,1678442831,2256.907722,2256.907726,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3301,1678442835,1678442835,2260.715614,2261.212633,0.49702,0,152,0,6688,,44.0,,44.0,,44.0,0.0,107649.632,0,0,,0.0,,0.0,,0.0,,0.003291515,,47.342,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3302,1678442835,1678442835,2260.742515,2261.239562,0.497048,0,160,0,7040,,44.0,,44.0,,44.0,0.0,113308.988,0,0,,0.0,,0.0,,0.0,,0.003126081,,49.188,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3303,1678442835,1678442836,2260.952316,2261.445805,0.49349,0,72,0,3168,,44.0,,44.0,,44.0,0.0,51356.661,0,0,,0.0,,0.0,,0.0,,0.00695055,,47.111,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3304,1678442835,1678442836,2261.219614,2261.717968,0.498355,2,152,88,6680,44.0,44.0,44.0,40.0,44.0,43.947,1412.648,107232.805,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.54e-07,0.003300357,64.0,47.039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.987,0.0,0.013,14600.0,1010.526,0.0,0.0,,0.0,,0.0,,0.000446,1
3306,1678442835,1678442835,2261.004191,2261.004196,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3307,1678442836,1678442836,2261.723262,2262.220259,0.496998,0,112,0,4928,,44.0,,44.0,,44.0,0.0,79324.282,0,0,,0.0,,0.0,,0.0,,0.004477449,,50.607,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3308,1678442836,1678442836,2261.746513,2262.238182,0.49167,0,96,0,4224,,44.0,,44.0,,44.0,0.0,68729.001,0,0,,0.0,,0.0,,0.0,,0.005175465,,46.917,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3309,1678442831,1678442831,2256.759216,2256.759216,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
3310,1678442831,1678442831,2256.760999,2256.760999,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
3311,1678442836,1678442837,2262.225411,2262.723778,0.498368,0,120,0,5280,,44.0,,44.0,,44.0,0.0,84756.634,0,0,,0.0,,0.0,,0.0,,0.004187959,,46.85,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3312,1678442836,1678442837,2262.284183,2262.741809,0.457627,0,100,0,4400,,44.0,,44.0,,44.0,0.0,76918.561,0,0,,0.0,,0.0,,0.0,,0.004622483,,47.74,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3313,1678442836,1678442836,2261.452752,2261.602293,0.149542,0,8,0,352,,44.0,,44.0,,44.0,0.0,18830.843,0,0,,0.0,,0.0,,0.0,,0.021362986,,46.0,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3314,1678442836,1678442836,2262.027925,2262.027929,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3316,1678442837,1678442838,2263.231454,2263.726805,0.495352,0,70,0,3080,,44.0,,44.0,,44.0,0.0,49742.398,0,0,,0.0,,0.0,,0.0,,0.007179001,,48.714,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3317,1678442803,1678442803,2228.507162,2228.50757,0.000409,2,2,120,120,60.0,60.0,60.0,60.0,60.0,60.0,2347566.005,2347566.005,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.54e-07,9.54e-07,,,,,,,,,,,,,,,,,,,,,,,,,1
3318,1678442837,1678442837,2262.785228,2263.128081,0.342854,2,60,88,2632,44.0,44.0,44.0,40.0,44.0,43.867,2053.352,61413.884,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005811069,64.0,46.767,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.967,0.0,0.033,14600.0,989.867,0.0,0.0,,0.0,,0.0,,0.000431,1
3319,1678442838,1678442838,2263.734212,2264.227704,0.493493,2,72,88,3160,44.0,44.0,44.0,40.0,44.0,43.889,1426.565,51226.651,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.15e-06,0.006950593,64.0,48.778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.972,0.0,0.028,14600.0,995.556,0.0,0.0,,0.001,,0.001,,0.00051,1
3322,1678442838,1678442838,2264.22023,2264.221252,0.001023,2,4,88,168,44.0,44.0,44.0,40.0,44.0,42.0,688264.868,1313960.202,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000340621,64.0,59.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,14600.0,512.0,0.0,0.0,,0.001,,0.001,,0.00051,1
3323,1678442839,1678442840,2265.24394,2265.739187,0.495248,2,66,88,2896,44.0,44.0,44.0,40.0,44.0,43.879,1421.51,46780.614,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.54e-07,0.007619183,64.0,49.394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.97,0.0,0.03,14600.0,992.97,0.0,0.0,,0.0,,0.0,,0.000383,1
3324,1678442840,1678442840,2265.749394,2266.249208,0.499815,0,100,0,4400,,44.0,,44.0,,44.0,0.0,70426.053,0,0,,0.0,,0.0,,0.0,,0.005048627,,46.84,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3325,1678442840,1678442840,2265.477201,2265.478028,0.000828,2,4,88,168,44.0,44.0,44.0,40.0,44.0,42.0,850165.513,1623043.251,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.54e-07,0.000275691,64.0,53.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,14600.0,512.0,0.0,0.0,,0.0,,0.0,,0.000383,1
3326,1678442840,1678442841,2266.259435,2266.749524,0.49009,2,100,88,4392,44.0,44.0,44.0,40.0,44.0,43.92,1436.47,71692.928,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004950396,64.0,47.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,0.0,0.02,14600.0,1003.52,0.0,0.0,,0.001,,0.0,,0.0005,1
3327,1678442803,1678442803,2228.506306,2228.506699,0.000394,2,2,120,120,60.0,60.0,60.0,60.0,60.0,60.0,2435607.134,2435607.134,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.54e-07,1.19e-06,,,,,,,,,,,,,,,,,,,,,,,,,1
3328,1678442838,1678442838,2264.11791,2264.118256,0.000347,2,2,120,120,60.0,60.0,60.0,60.0,60.0,60.0,2765106.16,2765106.16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.19e-06,1.19e-06,,,,,,,,,,,,,,,,,,,,,,,,,1
3329,1678442837,1678442837,2263.051889,2263.051893,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3330,1678442841,1678442841,2266.759709,2267.249923,0.490215,0,98,0,4312,,44.0,,44.0,,44.0,0.0,70369.142,0,0,,0.0,,0.0,,0.0,,0.005053751,,46.959,,0.0,,0.0,,0.0,,0.0,,1.0,,0.0,,1024.0,,0.0,,,,,,,1
3332,1678442841,1678442841,2266.729029,2266.729909,0.000881,2,4,88,168,44.0,44.0,44.0,40.0,44.0,42.0,799089.242,1525534.008,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000293334,64.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,14600.0,512.0,0.0,0.0,,0.0,,0.0,,0.000499,1
3333,1678442830,1678442830,2255.50404,2255.504442,0.000403,1,1,60,60,60.0,60.0,60.0,60.0,60.0,60.0,1191144.66,1191144.66,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1
3334,1678442841,1678442841,2267.148382,2267.148386,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3335,1678442842,1678442842,2267.76061,2268.252219,0.49161,2,100,88,4392,44.0,44.0,44.0,40.0,44.0,43.92,1432.03,71471.309,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004965746,64.0,48.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.98,0.0,0.02,14600.0,1003.52,0.0,0.0,,0.0,,0.0,,0.000432,1
3337,1678442842,1678442842,2268.171929,2268.171934,6e-06,4,0,240,0,60.0,,60.0,,60.0,,332849569.9,0.0,0,0,0.0,,0.0,,0.0,,1.59e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3338,1678442833,1678442833,2259.125531,2259.127458,0.001928,2,0,72,0,36.0,,36.0,,36.0,,298733.901,0.0,8,0,4.0,,4.0,,4.0,,0.001927137,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
3339,1678442803,1678442803,2228.57533,2228.575333,4e-06,4,0,1312,0,328.0,,328.0,,328.0,,2560348752.0,0.0,1200,0,300.0,,300.0,,300.0,,1.03e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
3340,1678442841,1678442841,2266.999183,2266.999426,0.000244,2,2,120,120,60.0,60.0,60.0,60.0,60.0,60.0,3935256.309,3935256.309,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9.54e-07,9.54e-07,,,,,,,,,,,,,,,,,,,,,,,,,1
3341,1678442843,1678442843,2269.195923,2269.195928,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3343,1678442848,1678442848,2274.315919,2274.315923,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3344,1678442822,1678442822,2247.449653,2247.449653,1e-06,1,0,105,0,105.0,,105.0,,105.0,,840000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3345,1678442820,1678442820,2245.825554,2245.825554,1e-06,1,0,116,0,116.0,,116.0,,116.0,,928000000.0,0.0,0,0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
3347,1678442837,1678442837,2262.647097,2262.647097,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,1
3348,1678442837,1678442837,2262.649021,2262.649021,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
3350,1678442854,1678442854,2279.436482,2279.436486,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3351,1678442855,1678442855,2280.459992,2280.459996,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3354,1678442845,1678442845,2271.128142,2271.130075,0.001934,2,0,72,0,36.0,,36.0,,36.0,,297849.985,0.0,8,0,4.0,,4.0,,4.0,,0.001932859,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
3355,1678442857,1678442857,2283.003191,2283.381539,0.378349,42,44,4360,3686,488.0,200.0,52.0,52.0,103.81,83.773,92189.988,77938.6,2128,1350,436.0,148.0,0.0,0.0,50.667,30.682,0.009228003,0.008772833,64.0,64.0,1.0,0.864,0.0,0.0,0.0,0.0,0.286,0.5,0.143,0.136,0.143,0.0,9101.714,9192.682,0.0,0.0,0.039,0.007,0.0,0.0,0.007907,0.000915,1
3356,1678442858,1678442858,2283.704364,2284.056857,0.352494,24,24,1312,1640,60.0,93.0,52.0,52.0,54.667,68.333,29776.389,37220.487,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.015304918,0.015297693,64.0,64.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9653.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000647,0.000427,1
3357,1678442858,1678442859,2284.4191,2284.700246,0.281147,18,18,984,1230,60.0,93.0,52.0,52.0,54.667,68.333,27999.582,34999.478,0,246,0.0,41.0,0.0,0.0,0.0,13.667,0.016504119,0.016489408,64.0,64.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9653.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000568,0.000403,1
3359,1678442856,1678442856,2281.483934,2281.483939,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3361,1678442852,1678442852,2277.751293,2277.751293,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
3362,1678442852,1678442852,2277.753139,2277.753139,1e-06,1,0,40,0,40.0,,40.0,,40.0,,320000000.0,0.0,8,0,8.0,,8.0,,8.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
3363,1678442860,1678442860,2285.580567,2285.580571,5e-06,4,0,240,0,60.0,,60.0,,60.0,,398778966.6,0.0,0,0,0.0,,0.0,,0.0,,1.27e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3366,1678442861,1678442861,2286.603941,2286.603945,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3367,1678442845,1678442845,2271.363003,2271.363007,5e-06,4,0,1312,0,328.0,,328.0,,328.0,,2077134252.0,0.0,1200,0,300.0,,300.0,,300.0,,1.35e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
3369,1678442862,1678442862,2287.953142,2288.329123,0.375982,30,30,1616,2050,60.0,93.0,40.0,52.0,53.867,68.333,34384.616,43619.099,0,410,0.0,41.0,0.0,0.0,0.0,13.667,0.012947658,0.012937381,64.0,64.0,0.933,0.667,0.0,0.0,0.067,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9170.667,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.00054,0.000521,1
3370,1678442863,1678442863,2288.60548,2289.058652,0.453173,40,44,4440,8312,574.0,1412.0,52.0,52.0,111.0,188.909,78380.668,146734.26,2296,5960,522.0,1360.0,0.0,0.0,57.4,135.455,0.011607176,0.010519582,64.0,64.0,1.0,0.818,0.0,0.0,0.1,0.091,0.2,0.364,0.2,0.182,0.1,0.0,9267.2,12090.0,0.0,0.0,0.037,0.002,0.0,0.0,0.008225,0.000603,1
3371,1678442863,1678442864,2289.270482,2289.672376,0.401895,48,50,4616,4080,488.0,200.0,40.0,52.0,96.167,81.6,91884.73,81215.272,2128,1416,436.0,148.0,0.0,0.0,44.333,28.32,0.008541062,0.008192082,64.0,64.0,0.875,0.84,0.0,0.0,0.125,0.0,0.25,0.48,0.167,0.16,0.167,0.0,8265.667,10699.32,0.0,0.0,0.038,0.008,0.0,0.0,0.005462,0.001066,1
3372,1678442862,1678442862,2287.740655,2287.740658,4e-06,4,0,1312,0,328.0,,328.0,,328.0,,2560348752.0,0.0,1200,0,300.0,,300.0,,300.0,,1.03e-06,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
3373,1678442864,1678442865,2289.945593,2290.432985,0.487393,30,30,1640,2050,60.0,93.0,52.0,52.0,54.667,68.333,26918.732,33648.415,0,410,0.0,41.0,0.0,0.0,0.0,13.667,0.016790069,0.016781305,64.0,64.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9653.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000629,0.000387,1
3374,1678442865,1678442865,2290.613018,2291.09151,0.478493,32,32,1624,2154,60.0,93.0,40.0,52.0,50.75,67.312,27151.911,36013.064,0,410,0.0,41.0,0.0,0.0,0.0,12.812,0.015414838,0.015422583,64.0,64.0,0.688,0.688,0.0,0.0,0.25,0.0,0.0,0.312,0.312,0.312,0.375,0.0,7240.0,20420.125,0.0,0.0,0.001,0.001,0.0,0.0,0.000334,0.000537,1
3376,1678442865,1678442866,2291.183196,2291.428303,0.245108,18,18,936,1230,60.0,93.0,40.0,52.0,52.0,68.333,30549.806,40145.579,0,246,0.0,41.0,0.0,0.0,0.0,13.667,0.014383232,0.014370764,64.0,64.0,0.778,0.667,0.0,0.0,0.222,0.0,0.0,0.333,0.333,0.333,0.333,0.0,8044.444,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000364,0.000611,1
3377,1678442866,1678442866,2291.72964,2292.220966,0.491327,30,30,1640,2050,60.0,93.0,52.0,52.0,54.667,68.333,26703.189,33378.986,0,410,0.0,41.0,0.0,0.0,0.0,13.667,0.01692642,0.016913307,64.0,64.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9653.333,21748.0,0.0,0.0,0.002,0.0,0.0,0.0,0.000742,0.000363,1
3379,1678442866,1678442867,2292.354948,2292.77977,0.424823,40,44,4440,8312,574.0,1412.0,52.0,52.0,111.0,188.909,83611.321,156526.419,2296,5960,522.0,1360.0,0.0,0.0,57.4,135.455,0.010892868,0.009823583,64.0,64.0,1.0,0.818,0.0,0.0,0.1,0.091,0.2,0.364,0.2,0.182,0.1,0.0,9267.2,12089.727,0.0,0.0,0.039,0.002,0.0,0.0,0.008618,0.000573,1
3381,1678442867,1678442867,2292.925684,2293.329615,0.403932,42,44,4312,3542,488.0,200.0,40.0,52.0,102.667,80.5,85400.483,70150.397,2128,1206,436.0,148.0,0.0,0.0,50.667,27.409,0.009839587,0.009375328,64.0,64.0,0.905,0.864,0.0,0.0,0.095,0.0,0.286,0.5,0.143,0.136,0.143,0.0,8412.19,9192.682,0.0,0.0,0.038,0.009,0.0,0.0,0.00581,0.001434,1
3382,1678442867,1678442867,2292.747973,2292.747978,6e-06,4,0,240,0,60.0,,60.0,,60.0,,319638267.4,0.0,0,0,0.0,,0.0,,0.0,,1.67e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3383,1678442868,1678442868,2293.548793,2293.827004,0.278212,32,32,1672,2154,60.0,93.0,40.0,52.0,52.25,67.312,48078.465,61938.405,0,410,0.0,41.0,0.0,0.0,0.0,12.812,0.008958517,0.008963062,64.0,64.0,0.812,0.688,0.0,0.0,0.125,0.0,0.0,0.312,0.312,0.312,0.375,0.0,8145.0,20420.125,0.0,0.0,0.001,0.001,0.0,0.0,0.000427,0.000515,1
3384,1678442868,1678442869,2294.102958,2294.592497,0.48954,24,24,1312,1640,60.0,93.0,52.0,52.0,54.667,68.333,21440.53,26800.662,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.021259743,0.021249222,64.0,64.0,1.0,0.667,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.333,0.0,9653.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000646,0.000361,1
3385,1678442857,1678442857,2283.128768,2283.130589,0.001822,2,0,72,0,36.0,,36.0,,36.0,,316128.982,0.0,8,0,4.0,,4.0,,4.0,,0.001821041,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0
3386,1678442869,1678442869,2294.755437,2295.088059,0.332623,30,30,1568,2050,60.0,93.0,40.0,52.0,52.267,68.333,37712.359,49305.062,0,410,0.0,41.0,0.0,0.0,0.0,13.667,0.011450241,0.011458076,64.0,64.0,0.8,0.667,0.0,0.0,0.2,0.0,0.0,0.333,0.333,0.333,0.333,0.0,8205.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000334,0.00061,1
3387,1678442869,1678442870,2295.364904,2295.864296,0.499393,52,56,5072,9132,574.0,1412.0,40.0,52.0,97.538,163.071,81250.633,146289.586,2296,6124,522.0,1360.0,0.0,0.0,44.154,109.357,0.009782469,0.009073201,64.0,64.0,0.962,0.786,0.0,0.0,0.115,0.071,0.154,0.357,0.231,0.214,0.154,0.0,9077.846,14159.357,0.0,0.0,0.04,0.002,0.0,0.0,0.006046,0.000629,1
3389,1678442871,1678442871,2296.629141,2296.984381,0.355241,18,18,960,1230,60.0,93.0,40.0,52.0,53.333,68.333,21619.134,27699.516,0,246,0.0,41.0,0.0,0.0,0.0,13.667,0.020868231,0.020870587,64.0,64.0,0.889,0.667,0.0,0.0,0.111,0.0,0.0,0.333,0.333,0.333,0.333,0.0,8848.889,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000537,0.000498,1
3390,1678442868,1678442868,2293.772053,2293.772057,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3391,1678442871,1678442872,2297.385859,2297.721645,0.335787,24,24,1240,1640,60.0,93.0,40.0,52.0,51.667,68.333,29542.528,39072.376,0,328,0.0,41.0,0.0,0.0,0.0,13.667,0.014574445,0.014585308,64.0,64.0,0.75,0.667,0.0,0.0,0.25,0.0,0.0,0.333,0.333,0.333,0.333,0.0,7843.333,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000375,0.000604,1
3392,1678442872,1678442872,2297.890463,2298.361912,0.47145,18,18,936,1230,60.0,93.0,40.0,52.0,52.0,68.333,15882.918,20871.783,0,246,0.0,41.0,0.0,0.0,0.0,13.667,0.027702121,0.02771623,64.0,64.0,0.778,0.667,0.0,0.0,0.222,0.0,0.0,0.333,0.333,0.333,0.333,0.0,8044.444,21748.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000431,0.000617,1
3393,1678442872,1678442872,2297.868439,2297.868443,5e-06,4,0,240,0,60.0,,60.0,,60.0,,379963582.7,0.0,0,0,0.0,,0.0,,0.0,,1.35e-06,,,,,,,,,,,,,,,,,,,,,,,,,,0
3394,1678442873,1678442873,2298.448588,2298.768808,0.320221,20,20,1256,1236,104.0,93.0,40.0,52.0,62.8,61.8,31378.33,30878.675,208,164,52.0,41.0,0.0,0.0,10.4,8.2,0.01680979,0.016853684,64.0,64.0,0.9,0.8,0.0,0.0,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.0,8543.2,13249.2,0.0,0.0,0.001,0.002,0.0,0.0,0.000504,0.000845,1
